Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
170.766,TraderOne,Tick,208,248,-40,40,148800,149000,13739,80061,88061,OK
171.0,TraderOne,Tick,208,248,-40,40,148800,149000,13739,80061,88061,OK
171.25,TraderOne,Tick,208,248,-40,40,148800,149000,13739,80061,88061,OK
171.532,TraderOne,Tick,208,248,-40,40,148800,149000,13739,80061,88061,OK
171.766,TraderOne,Tick,208,248,-40,40,149400,149000,13739,80061,72061,OK
172.032,TraderOne,Tick,208,248,-40,40,149400,149200,13739,80061,72061,OK
172.25,TraderOne,Tick,208,248,-40,40,149400,149200,13739,80061,72061,OK
172.5,TraderOne,Tick,208,248,-40,40,149400,149200,13739,80061,72061,OK
172.782,TraderOne,Tick,208,248,-40,40,149400,149500,13739,80061,84061,OK
173.047,TraderOne,Tick,208,248,-40,40,149400,149500,13739,80061,84061,OK
173.25,TraderOne,Tick,208,248,-40,40,150200,149600,13739,80061,72061,OK
173.5,TraderOne,Tick,208,248,-40,40,150200,149600,13739,80061,72061,OK
173.782,TraderOne,Tick,208,248,-40,40,150200,149600,13739,80061,72061,OK
174.0,TraderOne,Tick,208,248,-40,40,150200,149600,13739,80061,72061,OK
174.266,TraderOne,Tick,208,248,-40,40,150200,149500,13739,80061,72061,OK
174.5,TraderOne,Tick,208,248,-40,40,150200,149500,13739,80061,72061,OK
174.735,TraderOne,Tick,208,248,-40,40,150200,149500,13739,80061,72061,OK
174.985,TraderOne,Tick,208,248,-40,40,150200,149500,13739,80061,72061,OK
175.235,TraderOne,Tick,208,248,-40,40,150200,149700,13739,80061,72061,OK
175.5,TraderOne,Tick,208,248,-40,40,150200,149700,13739,80061,72061,OK
175.719,TraderOne,Tick,208,248,-40,40,150100,149700,13739,80061,72061,OK
176.047,TraderOne,Tick,208,248,-40,40,150100,149700,13739,80061,72061,OK
176.282,TraderOne,Tick,208,248,-40,40,150100,149300,13739,80061,72061,OK
176.485,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
176.797,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
177.0,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
177.219,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
177.547,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
177.766,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
177.954,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
178.235,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
178.547,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
178.797,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
178.969,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
179.266,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
179.563,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
179.797,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
179.954,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
180.282,TraderOne,Tick,208,248,-40,40,149400,149300,13739,80061,76061,OK
180.547,TraderOne,Tick,208,248,-40,40,149500,149300,13739,80061,72061,OK
180.797,TraderOne,Tick,208,248,-40,40,149500,149300,13739,80061,72061,OK
181.032,TraderOne,Tick,208,248,-40,40,149500,150100,13739,80061,92061,OK
181.219,TraderOne,Tick,208,248,-40,40,149500,150100,13739,80061,92061,OK
181.532,TraderOne,Tick,208,248,-40,40,149500,150100,13739,80061,92061,OK
181.719,TraderOne,Tick,208,248,-40,40,149500,150100,13739,80061,92061,OK
181.969,TraderOne,Tick,208,248,-40,40,149500,150200,13739,80061,92061,OK
182.25,TraderOne,Tick,208,248,-40,40,149500,150200,13739,80061,92061,OK
182.547,TraderOne,Tick,208,248,-40,40,149500,150100,13739,80061,92061,OK
182.75,TraderOne,Tick,208,248,-40,40,149500,149900,13739,80061,92061,OK
182.954,TraderOne,Tick,208,248,-40,40,149500,149900,13739,80061,92061,OK
183.282,TraderOne,Tick,208,248,-40,40,149500,149900,13739,80061,92061,OK
183.532,TraderOne,Tick,208,248,-40,40,150200,149900,13739,80061,68061,OK
183.766,TraderOne,Tick,208,248,-40,40,150200,150100,13739,80061,76061,OK
184.047,TraderOne,Tick,208,248,-40,40,150200,150100,13739,80061,76061,OK
184.219,TraderOne,Tick,208,248,-40,40,150200,150100,13739,80061,76061,OK
184.532,TraderOne,Tick,208,248,-40,40,150500,150400,13739,80061,76061,OK
184.704,TraderOne,Tick,208,248,-40,40,150500,150300,13739,80061,72061,OK
185.032,TraderOne,Tick,208,248,-40,40,150500,150300,13739,80061,72061,OK
185.219,TraderOne,Tick,208,248,-40,40,150500,150100,13739,80061,68061,OK
185.5,TraderOne,Tick,208,248,-40,40,149600,149900,13739,80061,92061,OK
185.719,TraderOne,Tick,208,248,-40,40,149600,149900,13739,80061,92061,OK
186.032,TraderOne,Tick,208,248,-40,40,149600,150000,13739,80061,92061,OK
186.25,TraderOne,Tick,208,248,-40,40,149600,150000,13739,80061,92061,OK
186.5,TraderOne,Tick,208,248,-40,40,149600,150000,13739,80061,92061,OK
186.719,TraderOne,Tick,208,250,-42,42,150400,150000,13799,80401,67801,OK
186.954,TraderOne,Tick,208,250,-42,42,150400,150000,13799,80401,67801,OK
187.282,TraderOne,Tick,208,250,-42,42,150400,150000,13799,80401,67801,OK
187.547,TraderOne,Tick,208,250,-42,42,150400,150000,13799,80401,67801,OK
187.813,TraderOne,Tick,208,250,-42,42,150400,150000,13799,80401,67801,OK
188.016,TraderOne,Tick,208,250,-42,42,150400,150000,13799,80401,67801,OK
188.25,TraderOne,Tick,208,250,-42,42,149400,149900,13799,80401,93001,OK
188.5,TraderOne,Tick,208,250,-42,42,149400,149900,13799,80401,93001,OK
188.766,TraderOne,Tick,208,250,-42,42,149400,149900,13799,80401,93001,OK
189.016,TraderOne,Tick,208,250,-42,42,149400,149700,13799,80401,88801,OK
189.266,TraderOne,Tick,208,256,-48,48,150200,149500,13979,81421,71821,OK
189.485,TraderOne,Tick,208,256,-48,48,149200,149400,13979,81421,91021,OK
189.766,TraderOne,Tick,208,256,-48,48,149200,149400,13979,81421,91021,OK
189.954,TraderOne,Tick,208,256,-48,48,149200,149400,13979,81421,91021,OK
190.25,TraderOne,Tick,208,256,-48,48,149200,149400,13979,81421,91021,OK
190.485,TraderOne,Tick,208,256,-48,48,149200,149400,13979,81421,91021,OK
190.75,TraderOne,Tick,208,256,-48,48,149200,149400,13979,81421,91021,OK
190.969,TraderOne,Tick,208,256,-48,48,149200,149400,13979,81421,91021,OK
191.25,TraderOne,Tick,208,256,-48,48,149500,149400,13979,81421,76621,OK
191.547,TraderOne,Tick,208,256,-48,48,149500,149300,13979,81421,71821,OK
191.704,TraderOne,Tick,208,256,-48,48,149500,149200,13979,81421,71821,OK
192.016,TraderOne,Tick,208,256,-48,48,149900,148800,13979,81421,71821,OK
192.235,TraderOne,Tick,208,259,-51,51,149200,148800,14069,82231,72031,OK
192.5,TraderOne,Tick,208,259,-51,51,149200,148800,14069,82231,72031,OK
192.735,TraderOne,Tick,208,259,-51,51,149000,148800,14069,82231,72031,OK
193.016,TraderOne,Tick,208,259,-51,51,148900,148800,14069,82231,77131,OK
193.219,TraderOne,Tick,208,259,-51,51,148800,148800,14069,82231,82231,OK
193.485,TraderOne,Tick,208,259,-51,51,148800,148800,14069,82231,82231,OK
193.719,TraderOne,Tick,208,259,-51,51,148800,148400,14069,82231,72031,OK
193.985,TraderOne,Tick,208,259,-51,51,148800,148300,14069,82231,72031,OK
194.204,TraderOne,Tick,208,259,-51,51,148800,148300,14069,82231,72031,OK
194.469,TraderOne,Tick,208,259,-51,51,148800,148500,14069,82231,72031,OK
194.704,TraderOne,Tick,208,259,-51,51,148800,148500,14069,82231,72031,OK
194.985,TraderOne,Tick,208,259,-51,51,148800,148400,14069,82231,72031,OK
195.25,TraderOne,Tick,208,259,-51,51,148800,148600,14069,82231,72031,OK
195.563,TraderOne,Tick,208,259,-51,51,148800,148600,14069,82231,72031,OK
195.797,TraderOne,Tick,208,259,-51,51,148800,148600,14069,82231,72031,OK
196.047,TraderOne,Tick,208,259,-51,51,148800,148500,14069,82231,72031,OK
196.235,TraderOne,Tick,208,259,-51,51,148800,148500,14069,82231,72031,OK
196.469,TraderOne,Tick,208,259,-51,51,148700,148500,14069,82231,72031,OK
196.704,TraderOne,Tick,208,259,-51,51,148700,148500,14069,82231,72031,OK
197.016,TraderOne,Tick,208,259,-51,51,148700,148500,14069,82231,72031,OK
197.297,TraderOne,Tick,208,259,-51,51,148700,148500,14069,82231,72031,OK
197.5,TraderOne,Tick,208,259,-51,51,148700,148500,14069,82231,72031,OK
197.719,TraderOne,Tick,208,259,-51,51,148700,148500,14069,82231,72031,OK
198.016,TraderOne,Tick,208,259,-51,51,148700,148500,14069,82231,72031,OK
198.25,TraderOne,Tick,208,259,-51,51,148700,148800,14069,82231,87331,OK
198.532,TraderOne,Tick,208,259,-51,51,148700,148800,14069,82231,87331,OK
198.704,TraderOne,Tick,208,259,-51,51,148600,148800,14069,82231,92431,OK
199.0,TraderOne,Tick,208,259,-51,51,148600,148500,14069,82231,77131,OK
199.25,TraderOne,Tick,208,259,-51,51,148600,148800,14069,82231,92431,OK
199.454,TraderOne,Tick,208,259,-51,51,148600,148800,14069,82231,92431,OK
199.797,TraderOne,Tick,208,259,-51,51,148600,148800,14069,82231,92431,OK
200.047,TraderOne,Tick,208,259,-51,51,148600,148800,14069,82231,92431,OK
200.297,TraderOne,Tick,208,259,-51,51,148600,148800,14069,82231,92431,OK
200.5,TraderOne,Tick,208,259,-51,51,148600,148800,14069,82231,92431,OK
200.782,TraderOne,Tick,208,259,-51,51,148600,148600,14069,82231,82231,OK
201.016,TraderOne,Tick,208,259,-51,51,148600,148600,14069,82231,82231,OK
201.219,TraderOne,Tick,208,259,-51,51,148600,148600,14069,82231,82231,OK
201.532,TraderOne,Tick,208,259,-51,51,148600,148500,14069,82231,77131,OK
201.75,TraderOne,Tick,208,259,-51,51,148500,148500,14069,82231,82231,OK
202.047,TraderOne,Tick,208,259,-51,51,149100,148500,14069,82231,72031,OK
202.282,TraderOne,Tick,208,259,-51,51,149100,148500,14069,82231,72031,OK
202.547,TraderOne,Tick,208,259,-51,51,149100,148400,14069,82231,72031,OK
202.719,TraderOne,Tick,208,259,-51,51,149100,148400,14069,82231,72031,OK
202.954,TraderOne,Tick,208,259,-51,51,149100,148400,14069,82231,72031,OK
203.282,TraderOne,Tick,208,259,-51,51,149100,148700,14069,82231,72031,OK
203.532,TraderOne,Tick,208,259,-51,51,149100,148800,14069,82231,72031,OK
203.704,TraderOne,Tick,208,259,-51,51,149100,148800,14069,82231,72031,OK
204.016,TraderOne,Tick,208,259,-51,51,149100,148800,14069,82231,72031,OK
204.25,TraderOne,Tick,208,259,-51,51,149100,148800,14069,82231,72031,OK
204.547,TraderOne,Tick,208,259,-51,51,149700,148800,14069,82231,72031,OK
204.797,TraderOne,Tick,208,259,-51,51,148500,148800,14069,82231,92431,OK
204.969,TraderOne,Tick,218,259,-41,41,148700,148800,14366,83934,88034,OK
205.25,TraderOne,Tick,228,259,-31,31,148700,148800,14663,85637,88737,OK
205.532,TraderOne,Tick,279,259,20,-20,148700,148800,16180,89220,87220,OK
205.735,TraderOne,Tick,279,259,20,-20,148700,148800,16180,89220,87220,OK
206.032,TraderOne,Tick,279,259,20,-20,149500,148800,16180,89220,93220,OK
206.282,TraderOne,Tick,279,259,20,-20,149500,148800,16180,89220,93220,OK
206.547,TraderOne,Tick,279,259,20,-20,149500,148800,16180,89220,93220,OK
206.75,TraderOne,Tick,279,259,20,-20,149500,148800,16180,89220,93220,OK
207.032,TraderOne,Tick,279,259,20,-20,148800,148800,16180,89220,89220,OK
207.25,TraderOne,Tick,279,259,20,-20,148800,148800,16180,89220,89220,OK
207.5,TraderOne,Tick,279,259,20,-20,148800,148800,16180,89220,89220,OK
207.704,TraderOne,Tick,279,259,20,-20,148800,148800,16180,89220,89220,OK
207.969,TraderOne,Tick,279,259,20,-20,148800,148800,16180,89220,89220,OK
208.297,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
208.469,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
208.797,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
209.047,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
209.297,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
209.532,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
209.75,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
210.063,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
210.235,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
210.532,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
210.704,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
211.0,TraderOne,Tick,279,259,20,-20,149100,148800,16180,89220,93220,OK
211.219,TraderOne,Tick,279,259,20,-20,149100,148700,16180,89220,93220,OK
211.454,TraderOne,Tick,279,259,20,-20,149100,148700,16180,89220,93220,OK
211.782,TraderOne,Tick,279,259,20,-20,149100,148700,16180,89220,93220,OK
212.047,TraderOne,Tick,289,259,30,-30,148900,148700,16478,87922,93922,OK
212.266,TraderOne,Tick,299,259,40,-40,148900,148700,16776,87624,95624,OK
212.5,TraderOne,Tick,309,259,50,-50,148600,148700,17074,88326,83326,OK
212.75,TraderOne,Tick,319,259,60,-60,149100,148700,17371,91029,103029,OK
213.0,TraderOne,Tick,319,259,60,-60,149100,148700,17371,91029,103029,OK
213.235,TraderOne,Tick,319,259,60,-60,149100,148700,17371,91029,103029,OK
213.532,TraderOne,Tick,319,259,60,-60,149100,148700,17371,91029,103029,OK
213.766,TraderOne,Tick,319,259,60,-60,149100,148700,17371,91029,103029,OK
214.047,TraderOne,Tick,319,259,60,-60,149100,148700,17371,91029,103029,OK
214.266,TraderOne,Tick,319,259,60,-60,149100,149600,17371,91029,79029,OK
214.516,TraderOne,Tick,319,259,60,-60,149100,149600,17371,91029,79029,OK
214.75,TraderOne,Tick,319,259,60,-60,149100,149600,17371,91029,79029,OK
215.047,TraderOne,Tick,319,259,60,-60,149100,149600,17371,91029,79029,OK
215.282,TraderOne,Tick,319,259,60,-60,149100,149600,17371,91029,79029,OK
215.5,TraderOne,Tick,319,259,60,-60,149800,149600,17371,91029,103029,OK
215.719,TraderOne,Tick,319,259,60,-60,149800,149600,17371,91029,103029,OK
216.047,TraderOne,Tick,319,259,60,-60,149800,149600,17371,91029,103029,OK
216.25,TraderOne,Tick,319,259,60,-60,149800,149700,17371,91029,97029,OK
216.5,TraderOne,Tick,319,259,60,-60,149800,149700,17371,91029,97029,OK
216.766,TraderOne,Tick,319,259,60,-60,149800,149400,17371,91029,103029,OK
216.985,TraderOne,Tick,319,259,60,-60,149800,149400,17371,91029,103029,OK
217.266,TraderOne,Tick,319,259,60,-60,149400,149300,17371,91029,97029,OK
217.469,TraderOne,Tick,319,259,60,-60,149400,149300,17371,91029,97029,OK
217.719,TraderOne,Tick,319,259,60,-60,149400,149300,17371,91029,97029,OK
217.954,TraderOne,Tick,319,259,60,-60,149400,149300,17371,91029,97029,OK
218.235,TraderOne,Tick,319,259,60,-60,149400,149300,17371,91029,97029,OK
218.532,TraderOne,Tick,319,259,60,-60,149800,149300,17371,91029,103029,OK
218.813,TraderOne,Tick,319,259,60,-60,149800,149300,17371,91029,103029,OK
219.0,TraderOne,Tick,319,259,60,-60,149800,149300,17371,91029,103029,OK
219.25,TraderOne,Tick,319,259,60,-60,149800,149300,17371,91029,103029,OK
219.454,TraderOne,Tick,319,259,60,-60,149800,149800,17371,91029,91029,OK
219.797,TraderOne,Tick,319,259,60,-60,149400,149800,17371,91029,73029,OK
220.047,TraderOne,Tick,319,259,60,-60,149400,149800,17371,91029,73029,OK
220.204,TraderOne,Tick,319,259,60,-60,149200,149800,17371,91029,73029,OK
220.5,TraderOne,Tick,319,259,60,-60,149200,150100,17371,91029,73029,OK
220.75,TraderOne,Tick,319,259,60,-60,149200,150100,17371,91029,73029,OK
221.0,TraderOne,Tick,319,259,60,-60,149200,149800,17371,91029,73029,OK
221.25,TraderOne,Tick,319,259,60,-60,149200,149800,17371,91029,73029,OK
221.454,TraderOne,Tick,319,259,60,-60,149200,149800,17371,91029,73029,OK
221.766,TraderOne,Tick,319,259,60,-60,149200,149900,17371,91029,73029,OK
222.0,TraderOne,Tick,319,259,60,-60,149200,149900,17371,91029,73029,OK
222.219,TraderOne,Tick,319,259,60,-60,149200,149900,17371,91029,73029,OK
222.516,TraderOne,Tick,319,259,60,-60,149200,149900,17371,91029,73029,OK
222.75,TraderOne,Tick,319,259,60,-60,149200,150100,17371,91029,73029,OK
223.016,TraderOne,Tick,319,259,60,-60,149200,150100,17371,91029,73029,OK
223.282,TraderOne,Tick,319,259,60,-60,149200,150100,17371,91029,73029,OK
223.532,TraderOne,Tick,319,259,60,-60,149200,150100,17371,91029,73029,OK
223.75,TraderOne,Tick,319,259,60,-60,149200,150100,17371,91029,73029,OK
224.032,TraderOne,Tick,319,259,60,-60,149800,150200,17371,91029,73029,OK
224.25,TraderOne,Tick,319,259,60,-60,149800,150200,17371,91029,73029,OK
224.485,TraderOne,Tick,319,259,60,-60,150500,150200,17371,91029,109029,OK
224.719,TraderOne,Tick,319,259,60,-60,150500,150400,17371,91029,97029,OK
225.032,TraderOne,Tick,319,259,60,-60,149800,150400,17371,91029,73029,OK
225.313,TraderOne,Tick,319,259,60,-60,149800,150400,17371,91029,73029,OK
225.469,TraderOne,Tick,319,259,60,-60,149800,150400,17371,91029,73029,OK
225.75,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
226.0,TraderOne,Tick,319,259,60,-60,150500,150200,17371,91029,109029,OK
226.235,TraderOne,Tick,319,259,60,-60,150500,150200,17371,91029,109029,OK
226.454,TraderOne,Tick,319,259,60,-60,150500,150200,17371,91029,109029,OK
226.766,TraderOne,Tick,319,259,60,-60,149600,150200,17371,91029,73029,OK
227.047,TraderOne,Tick,319,259,60,-60,149600,150200,17371,91029,73029,OK
227.25,TraderOne,Tick,319,259,60,-60,149600,150200,17371,91029,73029,OK
227.469,TraderOne,Tick,319,259,60,-60,149600,150200,17371,91029,73029,OK
227.766,TraderOne,Tick,319,259,60,-60,149600,150200,17371,91029,73029,OK
227.969,TraderOne,Tick,319,259,60,-60,149600,150200,17371,91029,73029,OK
228.25,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
228.469,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
228.735,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
229.016,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
229.266,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
229.547,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
229.75,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
229.985,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
230.25,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
230.532,TraderOne,Tick,319,259,60,-60,149900,150500,17371,91029,73029,OK
230.782,TraderOne,Tick,319,259,60,-60,149900,150400,17371,91029,73029,OK
230.985,TraderOne,Tick,319,259,60,-60,149900,150400,17371,91029,73029,OK
231.297,TraderOne,Tick,319,259,60,-60,149900,150400,17371,91029,73029,OK
231.547,TraderOne,Tick,319,259,60,-60,149900,150400,17371,91029,73029,OK
231.782,TraderOne,Tick,319,259,60,-60,149900,150400,17371,91029,73029,OK
232.0,TraderOne,Tick,319,259,60,-60,149900,150400,17371,91029,73029,OK
232.297,TraderOne,Tick,319,259,60,-60,149900,150400,17371,91029,73029,OK
232.469,TraderOne,Tick,319,259,60,-60,149900,150300,17371,91029,73029,OK
232.704,TraderOne,Tick,319,259,60,-60,149900,150300,17371,91029,73029,OK
232.954,TraderOne,Tick,319,259,60,-60,149900,150300,17371,91029,73029,OK
233.297,TraderOne,Tick,319,259,60,-60,149900,150300,17371,91029,73029,OK
233.516,TraderOne,Tick,319,259,60,-60,149900,150300,17371,91029,73029,OK
233.797,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
234.016,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
234.25,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
234.532,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
234.766,TraderOne,Tick,319,259,60,-60,149800,150700,17371,91029,73029,OK
235.032,TraderOne,Tick,319,259,60,-60,149800,150600,17371,91029,73029,OK
235.297,TraderOne,Tick,319,259,60,-60,149800,150600,17371,91029,73029,OK
235.532,TraderOne,Tick,319,259,60,-60,149800,150600,17371,91029,73029,OK
235.735,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
235.969,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
236.266,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
236.547,TraderOne,Tick,319,259,60,-60,149800,150400,17371,91029,73029,OK
236.75,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
237.016,TraderOne,Tick,319,259,60,-60,150100,150500,17371,91029,73029,OK
237.204,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
237.547,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
237.75,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
237.969,TraderOne,Tick,319,259,60,-60,149800,150500,17371,91029,73029,OK
238.297,TraderOne,Tick,319,259,60,-60,150100,150500,17371,91029,73029,OK
238.5,TraderOne,Tick,319,259,60,-60,150100,150500,17371,91029,73029,OK
238.813,TraderOne,Tick,319,259,60,-60,150100,150500,17371,91029,73029,OK
239.0,TraderOne,Tick,319,259,60,-60,150100,150500,17371,91029,73029,OK
239.266,TraderOne,Tick,319,259,60,-60,150100,150500,17371,91029,73029,OK
239.485,TraderOne,Tick,319,259,60,-60,150100,150800,17371,91029,73029,OK
239.735,TraderOne,Tick,319,259,60,-60,150100,150700,17371,91029,73029,OK
240.016,TraderOne,Tick,319,259,60,-60,150100,150700,17371,91029,73029,OK
240.282,TraderOne,Tick,319,259,60,-60,150100,150700,17371,91029,73029,OK
240.485,TraderOne,Tick,319,259,60,-60,150100,150700,17371,91029,73029,OK
240.75,TraderOne,Tick,319,259,60,-60,150100,150700,17371,91029,73029,OK
241.0,TraderOne,Tick,319,259,60,-60,150100,150700,17371,91029,73029,OK
241.204,TraderOne,Tick,319,259,60,-60,150100,150700,17371,91029,73029,OK
241.532,TraderOne,Tick,319,259,60,-60,150100,150700,17371,91029,73029,OK
241.704,TraderOne,Tick,319,259,60,-60,150100,151000,17371,91029,73029,OK
242.016,TraderOne,Tick,319,259,60,-60,150400,151000,17371,91029,73029,OK
242.297,TraderOne,Tick,319,259,60,-60,150400,151000,17371,91029,73029,OK
242.5,TraderOne,Tick,319,259,60,-60,150400,151000,17371,91029,73029,OK
242.735,TraderOne,Tick,319,259,60,-60,150400,151000,17371,91029,73029,OK
243.016,TraderOne,Tick,319,259,60,-60,150400,151000,17371,91029,73029,OK
243.25,TraderOne,Tick,319,259,60,-60,150400,151000,17371,91029,73029,OK
243.547,TraderOne,Tick,319,259,60,-60,150400,151000,17371,91029,73029,OK
243.704,TraderOne,Tick,319,259,60,-60,150400,151100,17371,91029,73029,OK
244.047,TraderOne,Tick,319,259,60,-60,150500,151100,17371,91029,73029,OK
244.297,TraderOne,Tick,319,259,60,-60,150500,151200,17371,91029,73029,OK
244.5,TraderOne,Tick,319,259,60,-60,150700,151200,17371,91029,73029,OK
244.782,TraderOne,Tick,319,259,60,-60,150800,151200,17371,91029,73029,OK
245.016,TraderOne,Tick,319,259,60,-60,150800,151200,17371,91029,73029,OK
245.297,TraderOne,Tick,319,259,60,-60,150800,151300,17371,91029,73029,OK
245.454,TraderOne,Tick,319,259,60,-60,150800,151300,17371,91029,73029,OK
245.735,TraderOne,Tick,319,259,60,-60,150800,151400,17371,91029,73029,OK
245.985,TraderOne,Tick,319,259,60,-60,150800,151400,17371,91029,73029,OK
246.219,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
246.516,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
246.75,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
247.047,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
247.297,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
247.454,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
247.75,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
248.0,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
248.204,TraderOne,Tick,319,259,60,-60,150700,151400,17371,91029,73029,OK
248.454,TraderOne,Tick,319,259,60,-60,150700,151400,17371,91029,73029,OK
248.704,TraderOne,Tick,319,259,60,-60,150900,151400,17371,91029,73029,OK
249.047,TraderOne,Tick,319,259,60,-60,150900,151100,17371,91029,79029,OK
249.219,TraderOne,Tick,319,259,60,-60,150900,151100,17371,91029,79029,OK
249.454,TraderOne,Tick,319,259,60,-60,150900,150800,17371,91029,97029,OK
249.797,TraderOne,Tick,319,259,60,-60,150900,150700,17371,91029,103029,OK
250.032,TraderOne,Tick,319,259,60,-60,150900,150700,17371,91029,103029,OK
250.219,TraderOne,Tick,319,259,60,-60,150900,150700,17371,91029,103029,OK
250.5,TraderOne,Tick,319,259,60,-60,150900,150700,17371,91029,103029,OK
250.782,TraderOne,Tick,319,259,60,-60,150900,150600,17371,91029,109029,OK
250.985,TraderOne,Tick,319,259,60,-60,150900,150600,17371,91029,109029,OK
251.297,TraderOne,Tick,319,259,60,-60,150900,150700,17371,91029,103029,OK
251.454,TraderOne,Tick,319,259,60,-60,150900,150700,17371,91029,103029,OK
251.735,TraderOne,Tick,319,259,60,-60,150900,150700,17371,91029,103029,OK
251.954,TraderOne,Tick,319,259,60,-60,150900,150500,17371,91029,109029,OK
252.25,TraderOne,Tick,319,259,60,-60,150000,150500,17371,91029,73029,OK
252.516,TraderOne,Tick,319,259,60,-60,151100,150500,17371,91029,109029,OK
252.688,TraderOne,Tick,319,259,60,-60,151100,150500,17371,91029,109029,OK
252.969,TraderOne,Tick,319,259,60,-60,151100,150300,17371,91029,109029,OK
253.266,TraderOne,Tick,319,259,60,-60,151100,150100,17371,91029,109029,OK
253.547,TraderOne,Tick,319,259,60,-60,149800,150100,17371,91029,73029,OK
253.75,TraderOne,Tick,319,259,60,-60,149800,150100,17371,91029,73029,OK
253.969,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
254.266,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
254.547,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
254.75,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
255.032,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
255.25,TraderOne,Tick,319,259,60,-60,149800,150300,17371,91029,73029,OK
